                  lambda                      s^                    X11A                    X12A                    Y11A                    Y12A                    Y11B                    Y12B                    X11C                    X12C                    Y11C                    Y12C                    X11G                    X12G                    Y11G                    Y12G                    Y11H                    Y12H                    X11M                    X12M                    Y11M                    Y12M                    Z11M                    Z12M
   5.000000000000000E+00   5.999999865889549E-02   8.386806916460626E+00  -7.876643899312965E+00   7.450884944194388E+00  -5.573690396302646E+00  -2.352451685336917E-01   9.647017994992894E-01   8.017990560944085E+00  -4.246294676476356E+00   8.040650628811935E+00   2.899588628246771E+00   7.117604137030667E-02  -1.217641750711461E+00   4.224350474655544E-02  -3.076240614145718E-01   9.228501159501305E-04   1.980232842628258E+00   6.723899197598058E+00  -4.595192033813731E+00   6.711864209414566E+00  -5.159742764355393E+00   6.673606236320613E+00  -2.406032920596310E+00
   5.000000000000000E+00   7.999999821186066E-02   8.356423185445079E+00  -7.819107858595489E+00   7.388699705677559E+00  -5.453606739912576E+00  -2.250231962720958E-01   9.395999210312344E-01   8.016975126262922E+00  -4.124457009944482E+00   8.039143842097427E+00   2.790572775942236E+00   9.568805934150067E-02  -1.232790563930298E+00   4.157772512722503E-02  -2.961573890566790E-01   4.665409809798186E-04   1.987226255955442E+00   6.717818698291705E+00  -3.956970998088801E+00   6.710531271905840E+00  -5.081346164421934E+00   6.672966510169780E+00  -2.292341726149618E+00
   5.000000000000000E+00   9.999999776482582E-02   8.325292449281063E+00  -7.760171727290562E+00   7.330653481595299E+00  -5.339753238219129E+00  -2.153792883577615E-01   9.156212693002328E-01   8.016026025801860E+00  -4.007259660882694E+00   8.037709691956241E+00   2.687399540977453E+00   1.177290084423119E-01  -1.245253342520180E+00   4.087464226331640E-02  -2.851896879921215E-01   5.868917091359863E-05   1.990799951943505E+00   6.712891032574461E+00  -3.369701181832479E+00   6.709220034039360E+00  -5.002759178855093E+00   6.672391102790058E+00  -2.185053679494882E+00
   5.000000000000000E+00   2.000000000000002E-01   8.162787296245900E+00  -7.451841950955846E+00   7.090802868535921E+00  -4.847812418158148E+00  -1.745366573486115E-01   8.102249944266058E-01   8.012116960167383E+00  -3.483577580282587E+00   8.031461385985304E+00   2.246074285009861E+00   1.971161078344068E-01  -1.274158810494980E+00   3.702351942614765E-02  -2.370586176790286E-01  -1.387575595471216E-03   1.968590625498350E+00   6.699628515877709E+00  -1.066407117917877E+00   6.703035962108963E+00  -4.612297750370549E+00   6.670260518349052E+00  -1.731037513523437E+00
   5.000000000000000E+00   2.999999999999998E-01   7.997732494567528E+00  -7.135670063070216E+00   6.912802843379709E+00  -4.453891842094015E+00  -1.433348485520819E-01   7.241688232762010E-01   8.009277026217779E+00  -3.047586605777080E+00   8.026431388177400E+00   1.902230236667011E+00   2.384874699922989E-01  -1.262518586681211E+00   3.301281358483955E-02  -1.983247927930373E-01  -2.125447523623630E-03   1.901669805357109E+00   6.695878758758461E+00   4.458121349382926E-01   6.697546371292271E+00  -4.235983920041032E+00   6.668970359592956E+00  -1.385787675070259E+00
   5.000000000000000E+00   3.999999999999999E-01   7.838269105599490E+00  -6.825409046153525E+00   6.776585943361527E+00  -4.129451752581566E+00  -1.191194576233456E-01   6.526233218395555E-01   8.007184472197158E+00  -2.681589878645418E+00   8.022320835260016E+00   1.629293550589935E+00   2.555019446141856E-01  -1.226153329706493E+00   2.916191058022558E-02  -1.669784344570698E-01  -2.431071407232673E-03   1.810625789847079E+00   6.695138363218131E+00   1.424991088532424E+00   6.692780174588937E+00  -3.882141492352812E+00   6.668171673656451E+00  -1.120024831081982E+00
   5.000000000000000E+00   5.000000000000000E-01   7.688789981885701E+00  -6.528705616389708E+00   6.669738073665248E+00  -3.856328349259805E+00  -1.000626767248817E-01   5.922411147309358E-01   8.005622604627666E+00  -2.372036327297086E+00   8.018930745885115E+00   1.409125478034613E+00   2.574101150049334E-01  -1.175867107594904E+00   2.561857832558107E-02  -1.414550452621909E-01  -2.482176007412025E-03   1.708094412150243E+00   6.694918446777869E+00   2.042846994875369E+00   6.688704469882703E+00  -3.554553658402201E+00   6.667667168728499E+00  -9.131685735608416E-01
   5.000000000000000E+00   6.000000000000001E-01   7.551233696301320E+00  -6.249242650069767E+00   6.584206615126133E+00  -3.622366514627561E+00  -8.487607047267978E-02   5.406312064537343E-01   8.004442971338710E+00  -2.108420934728625E+00   8.016117945127224E+00   1.229019063968528E+00   2.503248622151986E-01  -1.118738633379395E+00   2.243767211310387E-02  -1.205420852174576E-01  -2.390529611778232E-03   1.601801339346901E+00   6.694401410305638E+00   2.415199651226769E+00   6.685254079267263E+00  -3.254260464616045E+00   6.667342537102476E+00  -7.505214609048175E-01
   5.000000000000000E+00   7.000000000000002E-01   7.426055278433923E+00  -5.988293079924020E+00   6.514562745598084E+00  -3.419094536646536E+00  -7.263417755167874E-02   4.960414356883452E-01   8.003542273930362E+00  -1.882509599826311E+00   8.013773767707491E+00   1.079868709691069E+00   2.382031248295369E-01  -1.059245569988300E+00   1.962466344994787E-02  -1.032993674605713E-01  -2.225056517939817E-03   1.496406702554767E+00   6.693430080729211E+00   2.620754029573471E+00   6.682351572718573E+00  -2.980711887070211E+00   6.667130055375280E+00  -6.214371233780693E-01
   5.000000000000000E+00   7.999999999999998E-01   7.312877659110759E+00  -5.745748804822592E+00   6.457027384863143E+00  -3.240406371790993E+00  -6.266155455366358E-02   4.571588751025661E-01   8.002847599075013E+00  -1.687783362157801E+00   8.011812970318529E+00   9.550164087828716E-01   2.235584509691706E-01  -1.000120757599997E+00   1.716002223095811E-02  -8.899566646319083E-02  -2.027375989512079E-03   1.394642602289685E+00   6.692078561111664E+00   2.713288747932876E+00   6.679919012795143E+00  -2.732489955503014E+00   6.666988768778207E+00  -5.181036527599934E-01
   5.000000000000000E+00   8.999999999999999E-01   7.210900380221665E+00  -5.520764656685314E+00   6.408897679771806E+00  -3.081775548086307E+00  -5.445823677918295E-02   4.229802495911497E-01   8.002306798683998E+00  -1.519033853810081E+00   8.010167386613551E+00   8.495044574167178E-01   2.079554114299835E-01  -9.429582041672350E-01   1.501286440141481E-02  -7.705973085095694E-02  -1.821937243878968E-03   1.298024310705505E+00   6.690477590424713E+00   2.729725398717460E+00   6.677884034909267E+00  -2.507752453980077E+00   6.666893437761223E+00  -4.347209912917281E-01
   5.000000000000000E+00   1.000000000000000E+00   7.119143646489368E+00  -5.312145396610688E+00   6.368195158340777E+00  -2.939765572666221E+00  -4.764940272993855E-02   3.927254698723307E-01   8.001882119115553E+00  -1.372064835239292E+00   8.008781909271981E+00   7.595799652554860E-01   1.923427552377159E-01  -8.886239472092955E-01   1.314848545907213E-02  -6.704293734890218E-02  -1.622517670659575E-03   1.207299997733518E+00   6.688749695989110E+00   2.695518172066854E+00   6.676182459468219E+00  -2.304499966313505E+00   6.666828233004274E+00  -3.669357949713609E-01
   5.000000000000000E+00   1.100000000000000E+00   7.036587475050559E+00  -5.118570036439909E+00   6.333442197360748E+00  -2.811713601301778E+00  -4.195074068952473E-02   3.657785314715729E-01   8.001545917179630E+00  -1.243469304857735E+00   8.007611707433423E+00   6.823593622247188E-01   1.772738109334138E-01  -8.375273913625449E-01   1.153238905244136E-02  -5.859097048607916E-02  -1.436345371063987E-03   1.122737675478960E+00   6.686990146485797E+00   2.628274066332058E+00   6.674758941605909E+00  -2.120732096471726E+00   6.666783064138346E+00  -3.114475663902639E-01
   5.000000000000000E+00   1.200000000000000E+00   6.962246647620791E+00  -4.938716592916518E+00   6.303515662382818E+00  -2.695519475118280E+00  -3.714423677672734E-02   3.416462405585730E-01   8.001277738440255E+00  -1.130461196679045E+00   8.006620167975088E+00   6.155968434954642E-01   1.630506354697244E-01  -7.897974932291648E-01   1.013230938731776E-02  -5.142236374356945E-02  -1.266694844318189E-03   1.044309477698582E+00   6.685265737125569E+00   2.540197701452188E+00   6.673566599053008E+00  -1.954534806096434E+00   6.666751400848307E+00  -2.657305317743937E-01
   5.000000000000000E+00   1.300000000000000E+00   6.895207562438515E+00  -4.771327388271426E+00   6.277548522677152E+00  -2.589501089241716E+00  -3.306100974016470E-02   3.199288229458014E-01   8.001062298326657E+00  -1.030747004058369E+00   8.005777306619780E+00   5.575216986198950E-01   1.498176035487431E-01  -7.453957985189695E-01   8.919096704336379E-03  -4.531220987559419E-02  -1.114510377944270E-03   9.718104548037979E-01   6.683619499379656E+00   2.439752140663063E+00   6.672566171699899E+00  -1.804125382470605E+00   6.666728956556351E+00  -2.278348665276412E-01
   5.000000000000000E+00   1.400000000000000E+00   6.834643128433539E+00  -4.615239633327637E+00   6.254862165238722E+00  -2.492292802631875E+00  -2.956898677135244E-02   3.002986198856594E-01   8.000888069954772E+00  -9.424269405661719E-01   8.005058511554246E+00   5.067221407260952E-01   1.376218515305700E-01  -7.041882401592002E-01   7.866972123531737E-03  -4.007975298027421E-02  -9.794137104944891E-04   9.049351969624971E-01   6.682076523139067E+00   2.332794436140925E+00   6.671725022208117E+00  -1.667871719479290E+00   6.666712879941243E+00  -1.962430358087131E-01
   5.000000000000000E+00   1.500000000000000E+00   6.779815449948285E+00  -4.469396249903527E+00   6.234918860911552E+00  -2.402772532640805E+00  -2.656395177561806E-02   2.824843919686101E-01   8.000746285007805E+00  -8.639181821625963E-01   8.004443537109712E+00   4.620610675205739E-01   1.264521274409369E-01  -6.659902658877069E-01   6.953446447631416E-03  -3.557889603871859E-02  -8.603232725776756E-04   8.433270842888800E-01   6.680649151093682E+00   2.223357318120085E+00   6.671016140326775E+00  -1.544296368377721E+00   6.666701250626025E+00  -1.697648834015384E-01
   5.000000000000000E+00   1.600000000000000E+00   6.730072078047505E+00  -4.332845844085300E+00   6.217287763173275E+00  -2.320008426099643E+00  -2.396297277927342E-02   2.662595802485019E-01   8.000630219270011E+00  -7.938947770671005E-01   8.003915692539426E+00   4.226141040416092E-01   1.162636188769730E-01  -6.305948254971547E-01   6.159073153527336E-03  -3.169090306583447E-02  -7.558292543769437E-04   7.866096629950174E-01   6.679341083466763E+00   2.114190998023702E+00   6.670417228709089E+00  -1.432071882009480E+00   6.666692760001959E+00  -1.474602698479270E-01
   5.000000000000000E+00   1.700000000000000E+00   6.684839186745206E+00  -4.204737067703549E+00   6.201620181371837E+00  -2.243219177833669E+00  -2.169952719750640E-02   2.514334048635426E-01   8.000534676568577E+00  -7.312402501632910E-01   8.003461186048089E+00   3.876234286275640E-01   1.069936918688473E-01  -5.977893954213189E-01   5.467132493883422E-03  -2.831875904985427E-02  -6.644158225088389E-04   7.344063041490547E-01   6.678150422253463E+00   2.007141222782552E+00   6.669909900740427E+00  -1.330011493295409E+00   6.666686506451349E+00  -1.285815037326178E-01
   5.000000000000000E+00   1.800000000000000E+00   6.643613581548364E+00  -4.084310396534137E+00   6.187631327851732E+00  -2.171744046808723E+00  -1.971985182127224E-02   2.378440287857781E-01   8.000455612494047E+00  -6.750099568840046E-01   8.003068593551328E+00   3.564629374083478E-01   9.857174642068472E-02  -5.673660256245115E-01   4.863300429557581E-03  -2.538278755961834E-02  -5.845882200282918E-04   6.863521691547146E-01   6.677071839770647E+00   1.903414743798533E+00   6.669478995762300E+00  -1.237057602375977E+00   6.666681862269241E+00  -1.125301337718540E-01
   5.000000000000000E+00   1.900000000000000E+00   6.605954587046079E+00  -3.970889036951043E+00   6.175086659876782E+00  -2.105019883245485E+00  -1.798018513900092E-02   2.253532455332922E-01   8.000389857589431E+00  -6.244009833828009E-01   8.002728428050316E+00   3.286116625235888E-01   9.092527090365596E-02  -5.391269727056129E-01   4.335330770855826E-03  -2.281722703763679E-02  -5.149411999045740E-04   6.421011307550907E-01   6.676098077336988E+00   1.803766812680223E+00   6.669112004673179E+00  -1.152269559776812E+00   6.666678386126529E+00  -9.882425673087164E-02
   5.000000000000000E+00   2.000000000000000E+00   6.571476355898997E+00  -3.863869894161187E+00   6.163791532430798E+00  -2.042563304356630E+00  -1.644466599359865E-02   2.138423060916308E-01   8.000334911996847E+00  -5.787279305553275E-01   8.002432790280094E+00   3.036332732921890E-01   8.398344841309914E-02  -5.128875662870456E-01   3.872764191248982E-03  -2.056754157303088E-02  -4.541917601384164E-04   6.013294028050359E-01   6.675220953372651E+00   1.708634287565214E+00   6.668798593582710E+00  -1.074811612879117E+00   6.666675764826921E+00  -8.707359276816287E-02
   5.000000000000000E+00   2.100000000000000E+00   6.539840850584594E+00  -3.762715079472597E+00   6.153583269986165E+00  -1.983956705357938E+00  -1.508371933208496E-02   2.032086077279786E-01   8.000288791900426E+00  -5.374033173717163E-01   8.002175085024993E+00   2.811601126901417E-01   7.767919512105405E-02  -4.884773652103276E-01   3.466669391030268E-03  -1.858829731032162E-02  -4.011906064533880E-04   5.637370438762924E-01   6.674432022303698E+00   1.618230538944415E+00   6.668530211703590E+00  -1.003941495597894E+00   6.666673774132795E+00  -7.696034532505416E-02
   5.000000000000000E+00   2.200000000000000E+00   6.510751585168020E+00  -3.666944171295821E+00   6.144325028177732E+00  -1.928837164885941E+00  -1.387280653308905E-02   1.933630422375647E-01   8.000249913833372E+00  -4.999216343473281E-01   8.001949790488780E+00   2.608806520820363E-01   7.195020325279521E-02  -4.657402797220316E-01   3.109417059492598E-03  -1.684147675028341E-02  -3.549213553047321E-04   5.290481105554414E-01   6.673722990095786E+00   1.532613350729991E+00   6.668299770102742E+00  -9.389999015065631E-01   6.666672252144887E+00  -6.822440239470956E-02
   5.000000000000000E+00   2.300000000000001E+00   6.483948125193915E+00  -3.576127296566502E+00   6.135900995473911E+00  -1.876887561010466E+00  -1.279145083096698E-02   1.842278540207947E-01   8.000217006887837E+00  -4.658462990498293E-01   8.001752270531385E+00   2.425295485256367E-01   6.673936115578864E-02  -4.445340907380914E-01   2.794484870289115E-03  -1.529513382164421E-02  -3.144930609412363E-04   4.970099771120164E-01   6.673085963178394E+00   1.451733616069062E+00   6.668101379245646E+00  -8.794009347128486E-01   6.666671081035680E+00  -6.065182008036107E-02
   5.000000000000000E+00   2.400000000000000E+00   6.459201298379479E+00  -3.489879019075541E+00   6.128212608903781E+00  -1.827829394224939E+00  -1.182247192675732E-02   1.757348961901328E-01   8.000189045644239E+00  -4.347989322918969E-01   8.001578621551561E+00   2.258797024825284E-01   6.199479230789696E-02  -4.247296392322596E-01   2.516290619526471E-03  -1.392231551351828E-02  -2.791294811555670E-04   4.673921647213849E-01   6.672513585288673E+00   1.375470300053717E+00   6.667930134883513E+00  -8.246235462025950E-01   6.666670174398359E+00  -5.406580508749242E-02
   5.000000000000000E+00   2.500000000000000E+00   6.436309048538503E+00  -3.407852980678571E+00   6.121175544882523E+00  -1.781416941947401E+00  -1.095138084523867E-02   1.678242002618785E-01   8.000165198597919E+00  -4.064505003606116E-01   8.001425547389065E+00   2.107358667883727E-01   5.766966970082455E-02  -4.062098568743916E-01   2.270050224465279E-03  -1.270019307760939E-02  -2.481571282368636E-04   4.399849068407796E-01   6.671999100383061E+00   1.303655534670552E+00   6.667781943456467E+00  -7.742039141748654E-01   6.666669468407423E+00  -4.831961240771662E-02
   5.000000000000000E+00   2.600000000000000E+00   6.415092859031721E+00  -3.329737223710238E+00   6.114717308004595E+00  -1.737432461425350E+00  -1.016589841650602E-02   1.604427950097771E-01   8.000144788257540E+00  -3.805139655733148E-01   8.001290256909375E+00   1.969294686070494E-01   5.372190610926091E-02  -3.888687433770115E-01   2.051657311056222E-03  -1.160935881183180E-02  -2.209932931042118E-04   4.145975987973315E-01   6.671536367973012E+00   1.236092593829605E+00   6.667653379677680E+00  -7.277287010622371E-01   6.666668915590426E+00  -4.329092010672051E-02
   5.000000000000000E+00   3.100000000000000E+00   6.329198559661480E+00  -2.988831132913686E+00   6.089182042644433E+00  -1.547819322490992E+00  -7.204719291319018E-03   1.299997557458282E-01   8.000077957094991E+00  -2.792093384106705E-01   8.000808792156111E+00   1.434527485405996E-01   3.845466573766012E-02  -3.167848431366595E-01   1.269526954567940E-03  -7.620769447372057E-03  -1.269151500833353E-04   3.124369108932235E-01   6.669824173221848E+00   9.544851355853295E-01   6.667218866124337E+00  -5.428943019356800E-01   6.666667468070093E+00  -2.584252827041464E-02
   5.000000000000000E+00   3.600000000000000E+00   6.267613483832442E+00  -2.712834570357031E+00   6.071461675146324E+00  -1.396923605791166E+00  -5.306293670285696E-03   1.075202680892528E-01   8.000044478150928E+00  -2.108990237472808E-01   8.000530949566953E+00   1.078005373810735E-01   2.838586981518056E-02  -2.630299360641518E-01   8.165998994697003E-04  -5.208487684212385E-03  -7.584738740267769E-05   2.406437570961112E-01   6.668784646466854E+00   7.476309643488065E-01   6.666990800439815E+00  -4.150761549622031E-01   6.666666981204330E+00  -1.618995768970574E-02
   5.000000000000000E+00   4.100000000000000E+00   6.221961344076058E+00  -2.484451647981824E+00   6.058635692525253E+00  -1.273698971741470E+00  -4.028657842591830E-03   9.043256981339580E-02   8.000026625324345E+00  -1.631729541346084E-01   8.000362341713311E+00   8.309096388295856E-02   2.151885243712520E-02  -2.218921699564800E-01   5.432153345738902E-04  -3.680385195762263E-03  -4.699979357173076E-05   1.889470993739902E-01   6.668132759033053E+00   5.942289601393769E-01   6.666864918094365E+00  -3.241028746805347E-01   6.666666800404588E+00  -1.055690618044294E-02
   5.000000000000000E+00   4.600000000000000E+00   6.187172476090260E+00  -2.292122638044526E+00   6.049036997031012E+00  -1.171007656969936E+00  -3.134947130883633E-03   7.713209004459040E-02   8.000016596242016E+00  -1.288265362700379E-01   8.000255524837533E+00   6.541339354963480E-02   1.669066406167863E-02  -1.897105481387331E-01   3.720731944461817E-04  -2.674338414610260E-03  -3.008280016943946E-05   1.508851659464119E-01   6.667710551185138E+00   4.789061230048300E-01   6.666792322456653E+00  -2.577063226048628E-01   6.666666727496072E+00  -7.119773120470799E-03
   5.000000000000000E+00   5.100000000000000E+00   6.160041768165965E+00  -2.127805230163819E+00   6.041656053665452E+00  -1.084011489134378E+00  -2.489808844355414E-03   6.657268652570682E-02   8.000010708359937E+00  -1.034812749895296E-01   8.000185308303580E+00   5.242702852314678E-02   1.320322113607667E-02  -1.640596357114121E-01   2.614461197582801E-04  -1.990076393441401E-03  -1.981808137876395E-05   1.222970893337743E-01   6.667428734719962E+00   3.909400735004170E-01   6.666748822545279E+00  -2.081717857787636E-01   6.666666695973538E+00  -4.941901519002051E-03
   5.000000000000000E+00   5.600000000000000E+00   6.138465136780621E+00  -1.985716286854090E+00   6.035851610505573E+00  -1.009304085972320E+00  -2.011768928143027E-03   5.804745116845364E-02   8.000007118546140E+00  -8.437151460050020E-02   8.000137656308535E+00   4.266978936265334E-02   1.062384510127113E-02  -1.432829120229659E-01   1.878867917487331E-04  -1.511533950599343E-03  -1.339533110039530E-05   1.004382793921224E-01   6.667235401525865E+00   3.228802541645207E-01   6.666721866064588E+00  -1.704984246756419E-01   6.666666681506091E+00  -3.516558672763809E-03
   5.000000000000000E+00   6.100000000000000E+00   6.121015684937934E+00  -1.861581615663502E+00   6.031199949432240E+00  -9.444118091689602E-01  -1.649634105282266E-03   5.106423286264484E-02   8.000004856938697E+00  -6.969176168730741E-02   8.000104409892636E+00   3.519529134175787E-02   8.676003035508422E-03  -1.262180910785273E-01   1.377358123193689E-04  -1.168703997073331E-03  -9.263981994338004E-06   8.345600581278173E-02   6.667099460397676E+00   2.695105601224446E-01   6.666704658455644E+00  -1.413549990505044E-01   6.666666674513651E+00  -2.557176675184251E-03
   5.000000000000000E+00   6.600000000000000E+00   6.106698136438629E+00  -1.752168645699590E+00   6.027411649580233E+00  -8.874915916392806E-01  -1.370058757425877E-03   4.527158866300583E-02   8.000003390642084E+00  -5.822923254313160E-02   8.000080646031202E+00   2.937204222306762E-02   7.177885189202383E-03  -1.120301358811999E-01   1.027743978273890E-04  -9.178778259617432E-04  -6.539717083558891E-06   7.007236263994147E-02   6.667001739355982E+00   2.271354506963005E-01   6.666693380957292E+00  -1.184676135938813E-01   6.666666670977573E+00  -1.895368123708753E-03
   5.000000000000000E+00   7.100000000000000E+00   6.094801043789245E+00  -1.654984189828363E+00   6.024283355207566E+00  -8.371400419446960E-01  -1.150647425488938E-03   4.041299889505544E-02   8.000002415595704E+00  -4.914871753338502E-02   8.000063294700119E+00   2.476744853515161E-02   6.006846293832092E-03  -1.001065197984404E-01   7.791190723598147E-05  -7.309325547854078E-04  -4.702641365229558E-06   5.938829737004058E-02   6.666930088706909E+00   1.931011971846137E-01   6.666685814163011E+00  -1.002497841483816E-01   6.666666669116516E+00  -1.428824429066274E-03
   5.000000000000000E+00   7.600000000000000E+00   6.084804794352882E+00  -1.568072580388805E+00   6.021668658650731E+00  -7.922684816914632E-01  -9.759571608424218E-04   3.629761424424528E-02   8.000001752448114E+00  -4.186225625522502E-02   8.000050384613294E+00   2.107828375167375E-02   5.078209095300434E-03  -8.998961828725546E-02   5.991198355722721E-05  -5.892883213101416E-04  -3.438513478918319E-06   5.075973217164772E-02   6.666876611883449E+00   1.654758521988222E-01   6.666680628904918E+00  -8.557265624537096E-02   6.666666668101631E+00  -1.093527384385374E-03
   1.000000000000000E+01   9.999999747378752E-06   7.142227798092039E+00  -7.024503836611867E+00   7.050375126747888E+00  -6.150130509032089E+00  -8.230598410288936E-02   5.680771342318830E-01   8.004518206302217E+00  -6.013822794690324E+00   8.006702269992402E+00   3.688363418440373E+00  -8.180448585198356E-02  -5.373608250435956E-01   7.899464186953259E-03  -2.155090390637883E-01   1.082920575970645E-03   1.371185915552779E+00   6.700962684447024E+00  -1.460766823047292E+01   6.674425641377021E+00  -6.202646076923014E+00   6.669289518466603E+00  -4.182410551080804E+00
   1.000000000000000E+01   1.999999949475750E-05   7.142225983685977E+00  -7.024494404437458E+00   7.050350391763154E+00  -6.150064707014002E+00  -8.230439482290285E-02   5.680702583037570E-01   8.004518070682531E+00  -6.013732486813756E+00   8.006702153542735E+00   3.688298307068157E+00  -8.179791337801268E-02  -5.373672454161436E-01   7.899643681864049E-03  -2.155049668689583E-01   1.082844226201264E-03   1.371229273179807E+00   6.700960045012238E+00  -1.460701496684865E+01   6.674425553651573E+00  -6.202614775103719E+00   6.669289387276687E+00  -4.182305910641748E+00
   1.000000000000000E+01   2.999999924213625E-05   7.142224168998458E+00  -7.024484971651082E+00   7.050325657684518E+00  -6.149998906740018E+00  -8.230280557394752E-02   5.680633825052700E-01   8.004517935067598E+00  -6.013642180747893E+00   8.006702037096595E+00   3.688233197220538E+00  -8.179134113584365E-02  -5.373736654418488E-01   7.899823160563249E-03  -2.155008947631718E-01   1.082767879606294E-03   1.371272628248570E+00   6.700957405790373E+00  -1.460636172746214E+01   6.674425465926535E+00  -6.202583472473995E+00   6.669289256093992E+00  -4.182201273348000E+00
   1.000000000000000E+01   3.999999898951501E-05   7.142222354029494E+00  -7.024475538252762E+00   7.050300924511934E+00  -6.149933108210051E+00  -8.230121635602317E-02   5.680565068364199E-01   8.004517799457414E+00  -6.013551876492698E+00   8.006701920653985E+00   3.688168088897475E+00  -8.178476912547275E-02  -5.373800851207201E-01   7.900002623051816E-03  -2.154968227464270E-01   1.082691536185647E-03   1.371315980759193E+00   6.700954766781408E+00  -1.460570851231249E+01   6.674425378201914E+00  -6.202552169033903E+00   6.669289124918516E+00  -4.182096639199449E+00
   1.000000000000000E+01   4.999999873689376E-05   7.142220538779101E+00  -7.024466104242531E+00   7.050276192245357E+00  -6.149867311424032E+00  -8.229962716912965E-02   5.680496312972033E-01   8.004517663851983E+00  -6.013461574048120E+00   8.006701804214906E+00   3.688102982098933E+00  -8.177819734689463E-02  -5.373865044527665E-01   7.900182069330651E-03  -2.154927508187214E-01   1.082615195939233E-03   1.371359330711787E+00   6.700952127985321E+00  -1.460505532139875E+01   6.674425290477700E+00  -6.202520864783494E+00   6.669288993750261E+00  -4.181992008195984E+00
   1.000000000000000E+01   5.999999848427251E-05   7.142218723247288E+00  -7.024456669620412E+00   7.050251460884742E+00  -6.149801516381885E+00  -8.229803801326699E-02   5.680427558876185E-01   8.004517528251300E+00  -6.013371273414115E+00   8.006701687779357E+00   3.688037876824873E+00  -8.177162580010500E-02  -5.373929234379959E-01   7.900361499400682E-03  -2.154886789800538E-01   1.082538858866967E-03   1.371402678106476E+00   6.700949489402099E+00  -1.460440215471995E+01   6.674425202753902E+00  -6.202489559722825E+00   6.669288862589224E+00  -4.181887380337497E+00
   1.000000000000000E+01   6.999999823165126E-05   7.142216907434068E+00  -7.024447234386434E+00   7.050226730430042E+00  -6.149735723083527E+00  -8.229644888843483E-02   5.680358806076619E-01   8.004517392655369E+00  -6.013280974590639E+00   8.006701571347341E+00   3.687972773075252E+00  -8.176505448509858E-02  -5.373993420764174E-01   7.900540913262867E-03  -2.154846072304215E-01   1.082462524968757E-03   1.371446022943377E+00   6.700946851031727E+00  -1.460374901227509E+01   6.674425115030515E+00  -6.202458253851949E+00   6.669288731435406E+00  -4.181782755623875E+00
   1.000000000000000E+01   7.999999797903001E-05   7.142215091339454E+00  -7.024437798540617E+00   7.050202000881214E+00  -6.149669931528886E+00  -8.229485979463318E-02   5.680290054573301E-01   8.004517257064188E+00  -6.013190677577644E+00   8.006701454918852E+00   3.687907670850032E+00  -8.175848340187077E-02  -5.374057603680391E-01   7.900720310918078E-03  -2.154805355698229E-01   1.082386194244512E-03   1.371489365222612E+00   6.700944212874184E+00  -1.460309589406326E+01   6.674425027307542E+00  -6.202426947170935E+00   6.669288600288806E+00  -4.181678134055006E+00
   1.000000000000000E+01   8.999999772640876E-05   7.142213274963459E+00  -7.024428362082997E+00   7.050177272238209E+00  -6.149604141717883E+00  -8.229327073186174E-02   5.680221304366213E-01   8.004517121477758E+00  -6.013100382375089E+00   8.006701338493896E+00   3.687842570149169E+00  -8.175191255041715E-02  -5.374121783128710E-01   7.900899692367251E-03  -2.154764639982558E-01   1.082309866694147E-03   1.371532704944292E+00   6.700941574929470E+00  -1.460244280008351E+01   6.674424939584979E+00  -6.202395639679823E+00   6.669288469149424E+00  -4.181573515630782E+00
   1.000000000000000E+01   9.999999747378752E-05   7.142211458306095E+00  -7.024418925013591E+00   7.050152544500987E+00  -6.149538353650442E+00  -8.229168170012043E-02   5.680152555455321E-01   8.004516985896077E+00  -6.013010088982923E+00   8.006701222072468E+00   3.687777470972629E+00  -8.174534193073237E-02  -5.374185959109203E-01   7.901079057611313E-03  -2.154723925157182E-01   1.082233542317572E-03   1.371576042108542E+00   6.700938937197531E+00  -1.460178973033482E+01   6.674424851862829E+00  -6.202364331378676E+00   6.669288338017259E+00  -4.181468900351094E+00
   1.000000000000000E+01   1.999999949475750E-04   7.142193276259905E+00  -7.024324520677405E+00   7.049905316936671E+00  -6.148880568854990E+00  -8.227579308933254E-02   5.679465137630999E-01   8.004515630340462E+00  -6.012107254622768E+00   8.006700058052255E+00   3.687126563036305E+00  -8.167964848014796E-02  -5.374827528203314E-01   7.902871818973752E-03  -2.154316825865259E-01   1.081470473090644E-03   1.372009273118455E+00   6.700912571578485E+00  -1.459526036534814E+01   6.674423974663990E+00  -6.202051203827725E+00   6.669287027092465E+00  -4.180422920479233E+00
   1.000000000000000E+01   3.999999898951501E-04   7.142156827810608E+00  -7.024135528584600E+00   7.049411133347000E+00  -6.147565522001929E+00  -8.224402517615736E-02   5.678090690719306E-01   8.004512920653363E+00  -6.010302128824292E+00   8.006697731069716E+00   3.685825204291218E+00  -8.154833108931600E-02  -5.376109626420589E-01   7.906452484128636E-03  -2.153502894283767E-01   1.079945286390721E-03   1.372874968419523E+00   6.700859904108022E+00  -1.458220890058938E+01   6.674422220389724E+00  -6.201424705957482E+00   6.669284407406204E+00  -4.178331903620454E+00
